protein_id	gene_name	diamond_subject	diamond_pident	diamond_evalue	diamond_bitscore	diamond_taxids	diamond_sciname	source_organism	lineage	is_eukaryote	is_bacteria	is_fungi	is_virus	pfam_domains	pfam_evalue	eggnog_og	cog_category	eggnog_desc	cazy	go_terms	kegg_ko	kegg_pathway	diamond_title
TRINITY_DN10012_c0_g2_i11.p1	XP_054276640.1 titin-like [Macrosteles quadrilinea	XP_054276640.1	62.3	8.59e-299	860	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	fn3(PF00041.28);I-set(PF07679.23);FN3_DSCAM-DSCAML_C(PF25059.2);Ig_3(PF13927.13);Ig_2(PF13895.13);Pur_ac_phosph_N(PF16656.12);ig(PF00047.32);Ig_MYOM1(PF28321.1);fn3_4(PF16794.12);Fn3_ROS1(PF28033.1)	8.5e-50	KOG0613@1|root,KOG1216@1|root,KOG0613@2759|Eukaryota,KOG1216@2759|Eukaryota,3AGEV@33154|Opisthokonta,3BX36@33208|Metazoa,3DESZ@33213|Bilateria,42280@6656|Arthropoda,3SQ7V@50557|Insecta,3E85V@33342|Paraneoptera	Z	Fibronectin type 3 domain			ko:K12567,ko:K14721	ko00230,ko00240,ko03020,ko04623,ko05169,ko05410,ko05414,map00230,map00240,map03020,map04623,map05169,map05410,map05414	XP_054276640.1 titin-like [Macrosteles quadrilineatus]
TRINITY_DN100136_c0_g1_i2.p1	XP_022202583.1 dynein light chain Tctex-type 1 [Ni	XP_022202583.1	89.2	1.06e-66	207	108931	Nilaparvata lugens	Nilaparvata lugens	;Arthropoda;Insecta;Hemiptera;Delphacidae;Nilaparvata;Nilaparvata lugens	1	0	0	0	Tctex-1(PF03645.19)	3.2e-35	KOG4081@1|root,KOG4081@2759|Eukaryota,3A3V7@33154|Opisthokonta,3BRCT@33208|Metazoa,3D86K@33213|Bilateria,41ZBE@6656|Arthropoda,3SNES@50557|Insecta	N	Dynein light chain		GO:0000003,GO:0000132,GO:0000226,GO:0000278,GO:0000902,GO:0001775,GO:0001917,GO:0001932,GO:0001933,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003006,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005856,GO:0005868,GO:0005874,GO:0005875,GO:0005881,GO:0006810,GO:0006839,GO:0006886,GO:0006887,GO:0006892,GO:0006893,GO:0006928,GO:0006955,GO:0006996,GO:0007005,GO:0007006,GO:0007010,GO:0007017,GO:0007018,GO:0007049,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007399,GO:0007568,GO:0008022,GO:0008088,GO:0008090,GO:0008104,GO:0008150,GO:0008277,GO:0008340,GO:0009653,GO:0009892,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010259,GO:0010563,GO:0010605,GO:0010646,GO:0010647,GO:0010648,GO:0010720,GO:0010721,GO:0010941,GO:0010970,GO:0010975,GO:0010976,GO:0012505,GO:0015031,GO:0015630,GO:0015833,GO:0016043,GO:0016192,GO:0016358,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019060,GO:0019220,GO:0019222,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0023051,GO:0023056,GO:0023057,GO:0030010,GO:0030027,GO:0030030,GO:0030141,GO:0030154,GO:0030182,GO:0030286,GO:0030424,GO:0030426,GO:0030427,GO:0030581,GO:0030705,GO:0030742,GO:0031175,GO:0031252,GO:0031323,GO:0031324,GO:0031344,GO:0031346,GO:0031399,GO:0031400,GO:0031410,GO:0031681,GO:0031974,GO:0031982,GO:0031983,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032940,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033043,GO:0033267,GO:0034613,GO:0034774,GO:0035020,GO:0035022,GO:0035795,GO:0036230,GO:0036477,GO:0040001,GO:0042119,GO:0042325,GO:0042326,GO:0042592,GO:0042623,GO:0042802,GO:0042803,GO:0042886,GO:0042995,GO:0043001,GO:0043005,GO:0043025,GO:0043087,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043408,GO:0043409,GO:0043900,GO:0043903,GO:0044295,GO:0044297,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044430,GO:0044433,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044703,GO:0044766,GO:0045055,GO:0045184,GO:0045321,GO:0045505,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045666,GO:0045936,GO:0046578,GO:0046579,GO:0046719,GO:0046902,GO:0046903,GO:0046907,GO:0046983,GO:0048193,GO:0048232,GO:0048468,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048878,GO:0050767,GO:0050768,GO:0050769,GO:0050789,GO:0050790,GO:0050792,GO:0050793,GO:0050794,GO:0050896,GO:0051056,GO:0051057,GO:0051093,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051248,GO:0051293,GO:0051294,GO:0051336,GO:0051493,GO:0051640,GO:0051641,GO:0051649,GO:0051653,GO:0051656,GO:0051701,GO:0051704,GO:0051708,GO:0051959,GO:0051960,GO:0051961,GO:0051962,GO:0060205,GO:0060255,GO:0060284,GO:0060548,GO:0061024,GO:0061564,GO:0061951,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070372,GO:0070373,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072657,GO:0072659,GO:0080090,GO:0090150,GO:0090559,GO:0097458,GO:0097708,GO:0098876,GO:0098930,GO:0099080,GO:0099081,GO:0099111,GO:0099503,GO:0099512,GO:0099513,GO:0101002,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0150034,GO:1902494,GO:1902531,GO:1902532,GO:1902533,GO:1902579,GO:1902581,GO:1902583,GO:1902850,GO:1903047,GO:1904813,GO:1905709,GO:1990778,GO:2000026	ko:K10420		XP_022202583.1 dynein light chain Tctex-type 1 [Nilaparvata lugens]
TRINITY_DN10015_c0_g1_i5.p1	KAG8287621.1 hypothetical protein J6590_033193 [Ho	KAG8287621.1	46.6	4.62e-105	335	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			2DPCW@1|root,2S69C@2759|Eukaryota,3A7GY@33154|Opisthokonta,3BTUI@33208|Metazoa,3DA7Y@33213|Bilateria,420Q7@6656|Arthropoda,3SP39@50557|Insecta							KAG8287621.1 hypothetical protein J6590_033193 [Homalodisca vitripennis]
TRINITY_DN10016_c0_g2_i2.p1	CAG9568588.1 unnamed protein product [Danaus chrys	CAG9568588.1	31.4	2.26e-24	112	151541	Danaus chrysippus	Danaus chrysippus	;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Danaus;Danaus chrysippus	1	0	0	0			2AENI@1|root,2RYW1@2759|Eukaryota,39ZI9@33154|Opisthokonta,3BE6W@33208|Metazoa							CAG9568588.1 unnamed protein product [Danaus chrysippus]
TRINITY_DN100181_c0_g1_i23.p1	RZF45916.1 hypothetical protein LSTR_LSTR008293 [L	RZF45916.1	36.4	3.22e-120	387	195883	Laodelphax striatellus	Laodelphax striatellus	;Arthropoda;Insecta;Hemiptera;Delphacidae;Laodelphax;Laodelphax striatellus	1	0	0	0	Mitofilin(PF09731.15)	4.4e-93	KOG1854@1|root,KOG1854@2759|Eukaryota,38GXM@33154|Opisthokonta,3BCJF@33208|Metazoa,3CWTH@33213|Bilateria,41TVV@6656|Arthropoda,3SI8G@50557|Insecta	M	Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane		GO:0000302,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005753,GO:0006873,GO:0006874,GO:0006875,GO:0006950,GO:0006979,GO:0006996,GO:0007005,GO:0007006,GO:0007007,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009653,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016469,GO:0019725,GO:0019866,GO:0030003,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031966,GO:0031967,GO:0031975,GO:0032502,GO:0032592,GO:0032989,GO:0032990,GO:0032991,GO:0042221,GO:0042407,GO:0042592,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045259,GO:0048856,GO:0048869,GO:0048878,GO:0050801,GO:0050896,GO:0051560,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0061024,GO:0061617,GO:0065007,GO:0065008,GO:0070584,GO:0071840,GO:0072503,GO:0072507,GO:0098573,GO:0098771,GO:0098796,GO:0098798,GO:0098800,GO:1901700	ko:K17785		RZF45916.1 hypothetical protein LSTR_LSTR008293 [Laodelphax striatellus]
TRINITY_DN1001_c0_g1_i2.p1	XP_046682287.1 signal peptide peptidase-like 3 [Ho	XP_046682287.1	92.8	3.24e-251	696	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Peptidase_A22B(PF04258.19)	2e-98	KOG2443@1|root,KOG2443@2759|Eukaryota,38GVD@33154|Opisthokonta,3BDWV@33208|Metazoa,3CRWP@33213|Bilateria,41U1J@6656|Arthropoda,3SHUM@50557|Insecta	S	Aspartic-type endopeptidase activity		GO:0000323,GO:0002253,GO:0002376,GO:0002429,GO:0002682,GO:0002684,GO:0002757,GO:0002764,GO:0002768,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005791,GO:0005793,GO:0005794,GO:0005798,GO:0005886,GO:0006465,GO:0006508,GO:0006518,GO:0006807,GO:0006873,GO:0006874,GO:0006875,GO:0007154,GO:0007165,GO:0007166,GO:0007204,GO:0008150,GO:0008152,GO:0008233,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010467,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0012505,GO:0016020,GO:0016021,GO:0016485,GO:0016787,GO:0019220,GO:0019222,GO:0019538,GO:0019725,GO:0023051,GO:0023052,GO:0023056,GO:0030003,GO:0030176,GO:0030660,GO:0031090,GO:0031224,GO:0031227,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031410,GO:0031982,GO:0031984,GO:0032092,GO:0032268,GO:0032270,GO:0033116,GO:0033619,GO:0034641,GO:0035303,GO:0035304,GO:0035306,GO:0035307,GO:0042175,GO:0042500,GO:0042592,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043393,GO:0043603,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045937,GO:0046983,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048878,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050801,GO:0050848,GO:0050850,GO:0050851,GO:0050852,GO:0050896,GO:0051098,GO:0051099,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051480,GO:0051604,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060255,GO:0065007,GO:0065008,GO:0065009,GO:0070001,GO:0070011,GO:0070884,GO:0070886,GO:0071458,GO:0071556,GO:0071704,GO:0071944,GO:0072503,GO:0072507,GO:0080090,GO:0097708,GO:0098552,GO:0098553,GO:0098554,GO:0098562,GO:0098588,GO:0098771,GO:0098805,GO:0098827,GO:0098852,GO:0106056,GO:0106058,GO:0140096,GO:1901564,GO:1902531,GO:1902533	ko:K09598		XP_046682287.1 signal peptide peptidase-like 3 [Homalodisca vitripennis]
TRINITY_DN100222_c0_g3_i1.p2	KAG8260722.1 hypothetical protein J6590_090472 [Ho	KAG8260722.1	58.8	1.59e-13	74.7	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0										KAG8260722.1 hypothetical protein J6590_090472 [Homalodisca vitripennis]
TRINITY_DN100228_c4_g1_i2.p1										0	0	0	0										
TRINITY_DN10025_c0_g1_i16.p1	XP_046664470.1 fatty acyl-CoA reductase wat-like i	XP_046664470.1	43.3	2.59e-129	397	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	NAD_binding_4(PF07993.19);Sterile(PF03015.25);Epimerase(PF01370.28);Polysacc_synt_2(PF02719.22);GDP_Man_Dehyd(PF16363.12)	5.9e-69	COG3320@1|root,KOG1221@2759|Eukaryota,39UF3@33154|Opisthokonta,3BJTD@33208|Metazoa,3D44J@33213|Bilateria,41UVI@6656|Arthropoda,3SI3N@50557|Insecta,3EE8Q@33342|Paraneoptera	I	Catalyzes the reduction of fatty acyl-CoA to fatty alcohols			ko:K13356	ko00073,ko04146,ko04212,map00073,map04146,map04212	XP_046664470.1 fatty acyl-CoA reductase wat-like isoform X2 [Homalodisca vitripennis]
TRINITY_DN10027_c1_g1_i4.p1										0	0	0	0	LLG1(PF26578.1)	6.6e-06								
TRINITY_DN10040_c0_g1_i1.p1	XP_046684890.1 uncharacterized protein LOC12437064	XP_046684890.1	59.3	4.76e-53	193	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	RVT_1(PF00078.33)	1.9e-16	KOG1075@1|root,KOG1075@2759|Eukaryota,39Y6T@33154|Opisthokonta,3BEGN@33208|Metazoa,3CZ7K@33213|Bilateria,48DPU@7711|Chordata,49A9G@7742|Vertebrata	S	Reverse transcriptase (RNA-dependent DNA polymerase)					XP_046684890.1 uncharacterized protein LOC124370647 [Homalodisca vitripennis]
TRINITY_DN10040_c0_g1_i5.p1	XP_046684890.1 uncharacterized protein LOC12437064	XP_046684890.1	67.2	2.23e-52	189	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	RVT_1(PF00078.33)	9.4e-14	2DY5I@1|root,3488J@2|Bacteria,1P3B4@1224|Proteobacteria	S	Reverse transcriptase (RNA-dependent DNA polymerase)					XP_046684890.1 uncharacterized protein LOC124370647 [Homalodisca vitripennis]
TRINITY_DN10040_c0_g2_i1.p1	XP_046684890.1 uncharacterized protein LOC12437064	XP_046684890.1	67.3	2.29e-42	159	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	RVT_1(PF00078.33)	6.6e-14	KOG1075@1|root,KOG1075@2759|Eukaryota,39Y6T@33154|Opisthokonta,3BEGN@33208|Metazoa,3CZ7K@33213|Bilateria	G	positive regulation of TOR signaling					XP_046684890.1 uncharacterized protein LOC124370647 [Homalodisca vitripennis]
TRINITY_DN10046_c0_g2_i1.p1										0	0	0	0	MADF_DNA_bdg(PF10545.16)	4.7e-06								
TRINITY_DN10047_c1_g1_i1.p1	XP_021932093.1 RING finger and CHY zinc finger dom	XP_021932093.1	73.2	2.36e-148	427	136037	Zootermopsis nevadensis	Zootermopsis nevadensis	;Arthropoda;Insecta;Blattodea;Termopsidae;Zootermopsis;Zootermopsis nevadensis	1	0	0	0	zinc_ribbon_6(PF14599.12);zf-CHY(PF05495.18);zf-RING_2(PF13639.13)	6.1e-23	KOG1940@1|root,KOG1940@2759|Eukaryota,3920W@33154|Opisthokonta,3BGEA@33208|Metazoa,3CUF4@33213|Bilateria,41TIT@6656|Arthropoda,3SGHA@50557|Insecta	O	Zinc ion binding		GO:0000151,GO:0000731,GO:0002039,GO:0003674,GO:0003824,GO:0004842,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006464,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010604,GO:0016567,GO:0016604,GO:0016607,GO:0016740,GO:0018130,GO:0019222,GO:0019438,GO:0019538,GO:0019787,GO:0019941,GO:0019985,GO:0030162,GO:0030163,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031396,GO:0031398,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032446,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0042176,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0045732,GO:0045862,GO:0046483,GO:0046872,GO:0046914,GO:0046983,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051603,GO:0051716,GO:0051865,GO:0060255,GO:0061136,GO:0065007,GO:0070013,GO:0070647,GO:0070987,GO:0071704,GO:0071897,GO:0080090,GO:0090304,GO:0140096,GO:1901360,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901800,GO:1902494,GO:1903050,GO:1903052,GO:1903320,GO:1903322,GO:1903362,GO:1903364,GO:1990234,GO:2000058,GO:2000060	ko:K10144	ko04115,ko04120,ko05162,map04115,map04120,map05162	XP_021932093.1 RING finger and CHY zinc finger domain-containing protein 1 [Zootermopsis nevadensis]
TRINITY_DN10048_c0_g1_i1.p1										0	0	0	0										
TRINITY_DN10049_c0_g1_i3.p1	KAG8296768.1 Fatty acid hydroxylase domain-contain	KAG8296768.1	83.7	3.42e-204	575	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	FA_hydroxylase(PF04116.20)	1.3e-21	COG3000@1|root,KOG0873@2759|Eukaryota,38ERS@33154|Opisthokonta,3BFHV@33208|Metazoa,3CZJP@33213|Bilateria,41VRZ@6656|Arthropoda,3SIQH@50557|Insecta	I	Belongs to the sterol desaturase family		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0008150,GO:0008152,GO:0012505,GO:0016020,GO:0016491,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0055114,GO:0071704,GO:0098827	ko:K07750,ko:K22282	ko00100,ko01100,ko01130,map00100,map01100,map01130	KAG8296768.1 Fatty acid hydroxylase domain-containing protein 2 [Homalodisca vitripennis]
TRINITY_DN10049_c0_g1_i7.p1	KAG8296768.1 Fatty acid hydroxylase domain-contain	KAG8296768.1	83.7	2.13e-204	575	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	FA_hydroxylase(PF04116.20)	1.2e-21	COG3000@1|root,KOG0873@2759|Eukaryota,38ERS@33154|Opisthokonta,3BFHV@33208|Metazoa,3CZJP@33213|Bilateria,41VRZ@6656|Arthropoda,3SIQH@50557|Insecta	I	Belongs to the sterol desaturase family		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0008150,GO:0008152,GO:0012505,GO:0016020,GO:0016491,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0055114,GO:0071704,GO:0098827	ko:K07750,ko:K22282	ko00100,ko01100,ko01130,map00100,map01100,map01130	KAG8296768.1 Fatty acid hydroxylase domain-containing protein 2 [Homalodisca vitripennis]
TRINITY_DN10055_c0_g1_i10.p1	XP_054291051.1 26S proteasome non-ATPase regulator	XP_054291051.1	84.3	7.22e-190	540	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	VWA_2(PF13519.13);UIM(PF02809.27)	2e-20	COG5148@1|root,KOG2884@2759|Eukaryota,39J81@33154|Opisthokonta,3CNWD@33208|Metazoa,3E51I@33213|Bilateria,41TZU@6656|Arthropoda,3SJU7@50557|Insecta	O	It is involved in the biological process described with ubiquitin-dependent protein catabolic process		GO:0000003,GO:0000070,GO:0000278,GO:0000280,GO:0000502,GO:0000819,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005838,GO:0006508,GO:0006511,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007276,GO:0007283,GO:0008150,GO:0008152,GO:0008270,GO:0008540,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016043,GO:0019538,GO:0019899,GO:0019941,GO:0019953,GO:0022402,GO:0022414,GO:0022607,GO:0022624,GO:0030163,GO:0031593,GO:0031624,GO:0032501,GO:0032504,GO:0032991,GO:0034622,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043248,GO:0043632,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044390,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0046872,GO:0046914,GO:0048232,GO:0048285,GO:0048609,GO:0051276,GO:0051603,GO:0051704,GO:0065003,GO:0071704,GO:0071840,GO:0098813,GO:0140014,GO:0140030,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1903047,GO:1905368,GO:1905369	ko:K03029	ko03050,ko05169,map03050,map05169	XP_054291051.1 26S proteasome non-ATPase regulatory subunit 4 isoform X1 [Macrosteles quadrilineatus]
TRINITY_DN10055_c0_g1_i5.p1	XP_054291058.1 26S proteasome non-ATPase regulator	XP_054291058.1	92.1	1.31e-145	423	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	VWA_2(PF13519.13);Ssl1(PF04056.21)	6.8e-27	COG5148@1|root,KOG2884@2759|Eukaryota,39J81@33154|Opisthokonta,3CNWD@33208|Metazoa,3E51I@33213|Bilateria,41TZU@6656|Arthropoda,3SJU7@50557|Insecta	O	It is involved in the biological process described with ubiquitin-dependent protein catabolic process		GO:0000003,GO:0000070,GO:0000278,GO:0000280,GO:0000502,GO:0000819,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005838,GO:0006508,GO:0006511,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007276,GO:0007283,GO:0008150,GO:0008152,GO:0008270,GO:0008540,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016043,GO:0019538,GO:0019899,GO:0019941,GO:0019953,GO:0022402,GO:0022414,GO:0022607,GO:0022624,GO:0030163,GO:0031593,GO:0031624,GO:0032501,GO:0032504,GO:0032991,GO:0034622,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043248,GO:0043632,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044390,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0046872,GO:0046914,GO:0048232,GO:0048285,GO:0048609,GO:0051276,GO:0051603,GO:0051704,GO:0065003,GO:0071704,GO:0071840,GO:0098813,GO:0140014,GO:0140030,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1903047,GO:1905368,GO:1905369	ko:K03029	ko03050,ko05169,map03050,map05169	XP_054291058.1 26S proteasome non-ATPase regulatory subunit 4 isoform X2 [Macrosteles quadrilineatus]
TRINITY_DN100589_c0_g1_i5.p1										0	0	0	0										
