protein_id	is_secreted	has_sp	sp_prob	cs_pos	signalp_pred	tm_count	topology	diamond_subject	gene_name	diamond_pident	diamond_evalue	source_organism	eggnog_desc	go_terms	kegg_ko	kegg_pathway	cog_category	pfam_domains
TRINITY_DN10159_c0_g1_i9.p1	True	True	1.0	34	SP(Sec/SPI)	0		XP_025423120.1	XP_025423120.1 inactive pancreatic lipase-related 	45.6	2.50e-110	Sipha flava	Lipase				G	Lipase(PF00151.26)
TRINITY_DN34531_c2_g1_i17.p1	False	False	0.0		OTHER	0		XP_046660740.1	XP_046660740.1 spermatogenesis-associated protein 	65.3	0.0	Homalodisca vitripennis	Catalytic activity	GO:0000003,GO:0007276,GO:0007283,GO:0008150,GO:0019953,GO:0022414,GO:0032501,GO:0032504,GO:0044703,GO:0048232,GO:0048609,GO:0051704			O	Thioredox_DsbH(PF03190.22);Thioredoxin_7(PF13899.13)
TRINITY_DN82569_c0_g1_i8.p1	False	False	0.0		OTHER	0		ABD98761.1	ABD98761.1 putative elongation factor 1 delta [Gra	70.1	2.32e-116	Graphocephala atropunctata	EF-1 guanine nucleotide exchange domain	GO:0001650,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003746,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005853,GO:0006139,GO:0006351,GO:0006412,GO:0006414,GO:0006518,GO:0006725,GO:0006807,GO:0008134,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009299,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0010467,GO:0010941,GO:0016070,GO:0016071,GO:0018130,GO:0019438,GO:0019538,GO:0031072,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0033613,GO:0034641,GO:0034645,GO:0034654,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070013,GO:0071214,GO:0071478,GO:0071479,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0104004,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	ko:K15410	ko05168,map05168	J	EF1_GNE(PF00736.25);EF-1_beta_acid(PF10587.15)
TRINITY_DN118842_c0_g3_i1.p1	False	False	0.0		OTHER	0		KAG8283692.1	KAG8283692.1 cilium-dependent cell motility [Homal	38.6	1.07e-10	Homalodisca vitripennis	WD40 repeats	GO:0001539,GO:0006928,GO:0008150,GO:0009987,GO:0040011,GO:0048870,GO:0051179,GO:0051674,GO:0060285			S	
TRINITY_DN124365_c0_g1_i6.p1	False	False	0.0		OTHER	0		XP_040203639.1	XP_040203639.1 protein ALP1-like [Rana temporaria]	37.9	2.54e-63	Rana temporaria	DDE superfamily endonuclease				L	DDE_Tnp_4(PF13359.13);DUF8040(PF26138.1)
TRINITY_DN1392_c2_g1_i8.p1	False	False	0.0		OTHER	0												
TRINITY_DN51199_c0_g1_i4.p1	False	False	0.0		OTHER	0		XP_046676512.1	XP_046676512.1 LIM domain-containing protein jub [	67.6	0.0	Homalodisca vitripennis	Zinc-binding domain present in Lin-11, Isl-1, Mec-3.	GO:0000003,GO:0000132,GO:0000226,GO:0000278,GO:0000932,GO:0001655,GO:0001666,GO:0001947,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003007,GO:0003140,GO:0003143,GO:0003674,GO:0003712,GO:0003714,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0005737,GO:0005815,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0005912,GO:0005924,GO:0005925,GO:0005929,GO:0005938,GO:0006355,GO:0006950,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007154,GO:0007163,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007368,GO:0007389,GO:0007498,GO:0007507,GO:0008092,GO:0008104,GO:0008150,GO:0009628,GO:0009653,GO:0009790,GO:0009799,GO:0009855,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0010646,GO:0010648,GO:0014031,GO:0014032,GO:0014033,GO:0015630,GO:0016020,GO:0016043,GO:0016441,GO:0016458,GO:0019219,GO:0019222,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0030010,GO:0030030,GO:0030031,GO:0030054,GO:0030055,GO:0030154,GO:0030707,GO:0030855,GO:0031047,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0035050,GO:0035194,GO:0035195,GO:0035239,GO:0035295,GO:0035329,GO:0035330,GO:0035331,GO:0035556,GO:0035770,GO:0035844,GO:0036064,GO:0036293,GO:0036464,GO:0040001,GO:0040008,GO:0040029,GO:0042995,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044380,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044448,GO:0044463,GO:0044464,GO:0044703,GO:0044782,GO:0045177,GO:0045179,GO:0045570,GO:0045572,GO:0045927,GO:0045934,GO:0046620,GO:0046622,GO:0048368,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048546,GO:0048562,GO:0048565,GO:0048568,GO:0048583,GO:0048585,GO:0048598,GO:0048609,GO:0048638,GO:0048639,GO:0048729,GO:0048731,GO:0048762,GO:0048856,GO:0048863,GO:0048864,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0051293,GO:0051294,GO:0051640,GO:0051641,GO:0051649,GO:0051653,GO:0051656,GO:0051704,GO:0051716,GO:0055123,GO:0060039,GO:0060147,GO:0060148,GO:0060255,GO:0060271,GO:0060429,GO:0060485,GO:0060562,GO:0060964,GO:0060966,GO:0060968,GO:0061032,GO:0061371,GO:0065007,GO:0070161,GO:0070482,GO:0070727,GO:0070925,GO:0071539,GO:0071840,GO:0071944,GO:0072359,GO:0072698,GO:0080090,GO:0099568,GO:0099738,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:0140110,GO:1902531,GO:1902532,GO:1902679,GO:1902850,GO:1903047,GO:1903506,GO:1903507,GO:1905508,GO:1990904,GO:2000026,GO:2000112,GO:2000637,GO:2001141	ko:K16682	ko04390,ko04391,ko04392,map04390,map04391,map04392	T	LIM(PF00412.29)
TRINITY_DN107527_c0_g1_i3.p1	False	False	0.0		OTHER	0		XP_054284981.1	XP_054284981.1 protein crossbronx homolog [Macrost	61.6	1.85e-113	Macrosteles quadrilineatus	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	GO:0000151,GO:0000209,GO:0000228,GO:0000785,GO:0000790,GO:0000792,GO:0001932,GO:0001934,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006325,GO:0006464,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0006810,GO:0006950,GO:0006974,GO:0006996,GO:0007032,GO:0007033,GO:0007034,GO:0007040,GO:0007041,GO:0008150,GO:0008152,GO:0008333,GO:0009056,GO:0009057,GO:0009893,GO:0009987,GO:0010256,GO:0010498,GO:0010562,GO:0010604,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016482,GO:0016567,GO:0016569,GO:0016570,GO:0016574,GO:0016740,GO:0019220,GO:0019222,GO:0019538,GO:0019787,GO:0019899,GO:0019941,GO:0030163,GO:0031323,GO:0031325,GO:0031371,GO:0031399,GO:0031401,GO:0031625,GO:0031974,GO:0031981,GO:0032092,GO:0032268,GO:0032270,GO:0032446,GO:0032991,GO:0033503,GO:0033554,GO:0034641,GO:0036211,GO:0042325,GO:0042327,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043393,GO:0043412,GO:0043632,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0045022,GO:0045937,GO:0046483,GO:0046907,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051098,GO:0051099,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051276,GO:0051603,GO:0051641,GO:0051649,GO:0051716,GO:0060255,GO:0061630,GO:0061659,GO:0065007,GO:0065009,GO:0070013,GO:0070647,GO:0070695,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0080171,GO:0090304,GO:0098927,GO:0140096,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234			O	UQ_con(PF00179.32)
TRINITY_DN160962_c0_g1_i11.p1	False	False	0.0		OTHER	0		XP_054264447.1	XP_054264447.1 Golgi resident protein GCP60 isofor	65.8	9.47e-187	Macrosteles quadrilineatus	fatty-acyl-CoA binding. It is involved in the biological process described with transport	GO:0000139,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0012505,GO:0016020,GO:0031090,GO:0031984,GO:0034237,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0051018,GO:0098588,GO:0098791			U	GOLD_2(PF13897.12);ACBP(PF00887.25)
TRINITY_DN3562_c0_g2_i2.p1	False	False	0.0		OTHER	0		XP_023230557.1	XP_023230557.1 uncharacterized protein LOC11163065	62.9	2.28e-69	Centruroides sculpturatus	Ribonuclease H protein				S	
TRINITY_DN42120_c1_g1_i3.p1	False	False	0.0		OTHER	0		XP_047000408.1	XP_047000408.1 ATPase ASNA1 homolog [Schistocerca 	85.9	2.88e-212	Schistocerca americana	ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the membrane-bound receptor, and returning it to the cytosol to initiate a new round of targeting	GO:0002791,GO:0002793,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005783,GO:0005789,GO:0006810,GO:0006811,GO:0006820,GO:0006950,GO:0006986,GO:0006996,GO:0007029,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007416,GO:0008104,GO:0008150,GO:0008509,GO:0009636,GO:0009987,GO:0010033,GO:0010256,GO:0010646,GO:0010647,GO:0010817,GO:0012505,GO:0015075,GO:0015103,GO:0015105,GO:0015318,GO:0015698,GO:0015700,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022607,GO:0022857,GO:0023051,GO:0023052,GO:0023056,GO:0030424,GO:0030968,GO:0031974,GO:0031981,GO:0031984,GO:0032024,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0033036,GO:0033365,GO:0033554,GO:0034220,GO:0034613,GO:0034620,GO:0034976,GO:0035966,GO:0035967,GO:0036477,GO:0036498,GO:0042175,GO:0042221,GO:0042995,GO:0043005,GO:0043025,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045048,GO:0045184,GO:0046685,GO:0046883,GO:0046887,GO:0048518,GO:0048522,GO:0048731,GO:0048856,GO:0050708,GO:0050714,GO:0050789,GO:0050794,GO:0050796,GO:0050808,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051179,GO:0051205,GO:0051222,GO:0051223,GO:0051234,GO:0051641,GO:0051716,GO:0055085,GO:0061024,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070727,GO:0070887,GO:0071310,GO:0071722,GO:0071816,GO:0071840,GO:0072657,GO:0090087,GO:0090150,GO:0090276,GO:0090277,GO:0097458,GO:0098656,GO:0098754,GO:0098827,GO:0120025,GO:1903530,GO:1903532,GO:1904951	ko:K01551		P	ArsA_ATPase(PF02374.22);CbiA(PF01656.30);AAA_31(PF13614.13)
TRINITY_DN2552_c3_g1_i3.p1	False	False	0.0		OTHER	0												
TRINITY_DN82569_c0_g1_i11.p1	False	False	0.0		OTHER	0		ABD98761.1	ABD98761.1 putative elongation factor 1 delta [Gra	69.8	1.31e-85	Graphocephala atropunctata	EF-1 guanine nucleotide exchange domain	GO:0001650,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003746,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005853,GO:0006139,GO:0006351,GO:0006412,GO:0006414,GO:0006518,GO:0006725,GO:0006807,GO:0008134,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009299,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0010467,GO:0010941,GO:0016070,GO:0016071,GO:0018130,GO:0019438,GO:0019538,GO:0031072,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0033613,GO:0034641,GO:0034645,GO:0034654,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070013,GO:0071214,GO:0071478,GO:0071479,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0104004,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	ko:K15410	ko05168,map05168	K	EF1_GNE(PF00736.25);EF-1_beta_acid(PF10587.15)
TRINITY_DN3519_c1_g1_i2.p2	False	False	0.0		OTHER	0		XP_033221089.1	XP_033221089.1 uncharacterized protein LOC11717549	44.2	7.10e-50	Belonocnema kinseyi	zinc finger				S	
TRINITY_DN7830_c0_g1_i1.p1	False	False	0.0		OTHER	0		XP_034251083.1	XP_034251083.1 dnaJ homolog subfamily C member 24-	42.9	1.44e-27	Thrips palmi	homolog, subfamily C, member 24	GO:0001671,GO:0003674,GO:0005488,GO:0005506,GO:0006457,GO:0008047,GO:0008150,GO:0008198,GO:0008270,GO:0009987,GO:0030234,GO:0032781,GO:0043085,GO:0043167,GO:0043169,GO:0043462,GO:0044093,GO:0046872,GO:0046914,GO:0050790,GO:0051336,GO:0051345,GO:0060589,GO:0060590,GO:0061077,GO:0065007,GO:0065009,GO:0098772	ko:K17867		O	DnaJ(PF00226.37);Zn_ribbon_CSL(PF05207.19)
TRINITY_DN229187_c0_g1_i1.p2	False	False	0.06		OTHER	0		KAI6758990.1	KAI6758990.1 hypothetical protein HG531_013986 [Fu	55.6	3.04e-18	Fusarium graminearum						
TRINITY_DN557_c0_g1_i6.p1	True	True	1.0	35	SP(Sec/SPI)	1	h	XP_046672640.1	XP_046672640.1 neural proliferation differentiatio	47.1	1.12e-76	Homalodisca vitripennis	Neural proliferation differentiation control-1 protein (NPDC1)	GO:0002682,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0044464,GO:0048583,GO:0050776,GO:0050789,GO:0065007,GO:0071944			T	NPDC1(PF06809.16)
TRINITY_DN42_c5_g1_i5.p1	False	False	0.0		OTHER	0												
TRINITY_DN105135_c0_g1_i3.p1	False	False	0.0		OTHER	0												
TRINITY_DN26600_c0_g1_i1.p1	True	True	1.0	24	SP(Sec/SPI)	0		XP_015512328.1	XP_015512328.1 cuticle protein 16.5 [Neodiprion le	50.7	7.34e-06	Neodiprion lecontei						
TRINITY_DN17236_c0_g1_i1.p1	False	False	0.0		OTHER	0												
TRINITY_DN119684_c0_g1_i1.p1	True	True	1.0	21	SP(Sec/SPI)	0		XP_046668433.1	XP_046668433.1 circadian clock-controlled protein 	60.5	2.66e-57	Homalodisca vitripennis	Juvenile hormone binding protein domains in insects.				S	JHBP(PF06585.18)
TRINITY_DN7954_c0_g1_i13.p1	True	True	1.0	26	SP(Sec/SPI)	0		XP_054290361.1	XP_054290361.1 apolipophorins-like [Macrosteles qu	43.9	0.0	Macrosteles quadrilineatus	Domain of Unknown Function (DUF1081)	GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005501,GO:0005504,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006869,GO:0008017,GO:0008092,GO:0008150,GO:0008289,GO:0008589,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0010876,GO:0015631,GO:0019840,GO:0019841,GO:0019842,GO:0020037,GO:0023051,GO:0023056,GO:0030111,GO:0030139,GO:0030177,GO:0031406,GO:0031410,GO:0031982,GO:0033036,GO:0033293,GO:0036094,GO:0043167,GO:0043168,GO:0043177,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045178,GO:0045880,GO:0046906,GO:0048037,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0060828,GO:0065007,GO:0071702,GO:0090263,GO:0097159,GO:0097708,GO:1901363	ko:K06271	ko04015,ko04510,ko04611,ko05166,map04015,map04510,map04611,map05166	I	Vitellogenin_N(PF01347.29);Vit_open_b-sht(PF09172.17);VWD(PF00094.31);C8(PF08742.17)
TRINITY_DN2804_c0_g1_i1.p1	False	False	0.02		OTHER	1	h	KAG8335912.1	KAG8335912.1 hypothetical protein J6590_057240 [Ho	43.3	5.49e-66	Homalodisca vitripennis						
TRINITY_DN36169_c0_g2_i4.p3	False	False	0.0		OTHER	0												
